Thu Jan 19 17:48:17 2023    profile.dat

         19705733 function calls (16881799 primitive calls) in 2162.912 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\internal\internal_api.py:244(user_agent)
       13    0.000    0.000    0.011    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\internal\internal_api.py:248(api_key)
       13    0.000    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\internal\internal_api.py:261(api_url)
       13    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\apis\normalize.py:19(normalize_exceptions)
       13    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\integration\sagemaker\resources.py:10(parse_sm_secrets)
       13    0.000    0.000    0.016    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\old\settings.py:16(__init__)
       13    0.000    0.000    0.005    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\old\settings.py:106(_global_path)
       13    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\old\core.py:31(wandb_dir)
       13    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\lib\retry.py:185(decorator)
       13    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\lib\retry.py:184(retriable)
       13    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\lib\git.py:13(__init__)
       13    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
       13    0.001    0.000    0.001    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       13    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       12    0.000    0.000    0.079    0.007 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\hydra\_internal\core_plugins\importlib_resources_config_source.py:31(_read_config)
       12    0.000    0.000    0.083    0.007 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\hydra\_internal\core_plugins\importlib_resources_config_source.py:54(load_config)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\warnings.py:165(simplefilter)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\enum.py:777(__reduce_ex__)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\pathlib.py:1450(is_file)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\urllib\parse.py:819(quote)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\urllib\parse.py:890(quote_from_bytes)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\pickle.py:740(save_none)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\_utils.py:451(is_dataclass_frozen)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\_utils.py:470(is_structured_config_frozen)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\yaml\constructor.py:405(construct_yaml_seq)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\base64.py:51(b64encode)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\basecontainer.py:870(_shallow_validate_type_hint)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\packaging\version.py:43(parse)
       12    0.003    0.000    0.003    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\arrow_dataset.py:1248(__del__)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\importlib\metadata.py:229(<genexpr>)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\ssl.py:1167(send)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\ssl.py:1194(sendall)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\metric.py:92(info)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\pyarrow\compute.py:321(cast)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\http\client.py:972(send)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\http\client.py:419(close)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\urllib3\response.py:607(stream)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\requests\utils.py:884(default_user_agent)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\requests\utils.py:893(default_headers)
       12    0.000    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\requests\sessions.py:389(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\requests\models.py:573(prepare_content_length)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\requests\models.py:812(generate)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:228(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\utils.py:101(wrapper_setattr)
     12/2    0.000    0.000    0.757    0.378 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\huggingface_hub-0.11.1-py3.8.egg\huggingface_hub\utils\_validators.py:106(_inner_fn)
       12    0.000    0.000    0.005    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\arrow_writer.py:157(__arrow_array__)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\utils\py_utils.py:290(first_non_null_value)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\table.py:1904(array_cast)
       12    0.000    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\table.py:1995(cast_array_to_feature)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\features\features.py:1135(_check_non_null_non_empty_recursive)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_artifacts.py:699(finalize)
       12    0.000    0.000    0.033    0.003 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\apis\internal.py:74(settings)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\data_types\_dtypes.py:345(assign_type)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\sklearn\utils\validation.py:320(_num_samples)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\sklearn\utils\_array_api.py:63(__getattr__)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\sklearn\utils\_param_validation.py:74(<listcomp>)
       12    0.007    0.001    0.007    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\serialization.py:286(__init__)
       12    0.003    0.000    0.003    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\serialization.py:289(__exit__)
       12    0.000    0.000    0.007    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\serialization.py:303(_open_zipfile_writer)
       12    0.001    0.000    3.906    0.326 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\serialization.py:373(save)
       12    3.817    0.318    3.895    0.325 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\serialization.py:574(_save)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\training_args.py:1555(process_index)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\ast.py:121(__copy__)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\ast.py:242(__copy__)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\ast.py:731(__copy__)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\printer.py:36(leave_VariableDefinition)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\printer.py:49(leave_Argument)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\printer.py:103(leave_NamedType)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\parser.py:270(parse_variable_definition)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\parser.py:337(parse_argument)
       12    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\parser.py:394(parse_value_literal)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\parser.py:492(parse_type)
       12    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\parser.py:510(parse_named_type)
       12    0.011    0.001    0.076    0.006 {method 'dump' of '_pickle.Pickler' objects}
       12    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
       12    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       12    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       12    0.001    0.000    0.001    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       12    0.000    0.000    0.001    0.000 {method 'cast' of 'pyarrow.lib.Array' objects}
       12    0.000    0.000    0.000    0.000 {method 'to_string' of 'pyarrow.lib.Array' objects}
       12    0.000    0.000    0.000    0.000 {method 'drop' of 'pyarrow.lib.Table' objects}
       12    0.001    0.000    0.001    0.000 {pyarrow._compute.call_function}
       11    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\hydra\_internal\core_plugins\file_config_source.py:17(scheme)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
       11    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap_external>:1514(find_spec)
       11    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1594(<setcomp>)
       11    0.002    0.000    0.007    0.001 <frozen importlib._bootstrap_external>:1565(_fill_cache)
       11    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\antlr4\atn\LexerAction.py:166(execute)
       11    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\yaml\emitter.py:376(expect_block_sequence_item)
       11    0.001    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\yaml\emitter.py:854(write_single_quoted)
       11    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\arrow_dataset.py:570(<genexpr>)
       11    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\email\feedparser.py:101(push)
       11    0.000    0.000    0.004    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\email\feedparser.py:173(feed)
       11    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_artifacts.py:841(__init__)
       11    0.016    0.001    0.489    0.044 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\data_types.py:344(cast)
       11    0.000    0.000    0.009    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\data_types.py:723(_update_keys)
       11    0.009    0.001    0.500    0.045 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\data_types.py:818(add_column)
       11    0.000    0.000    0.766    0.070 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\utils\hub.py:295(cached_file)
       11    0.000    0.000    0.020    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py:893(<genexpr>)
       11    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\training_args.py:1539(world_size)
       11    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\interface\artifacts.py:124(add_entry)
       11    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       11    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       11    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\hydra\_internal\core_plugins\structured_config_source.py:27(scheme)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\functools.py:517(decorating_function)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\enum.py:443(__members__)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\logging\__init__.py:193(_checkLevel)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\base.py:681(_evaluate_custom_resolver)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\base.py:747(resolver_interpolation_callback)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\yaml\parser.py:476(parse_flow_sequence_entry)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar_visitor.py:116(visitElement)
       10    0.000    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar_visitor.py:160(visitInterpolationResolver)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar_visitor.py:211(visitPrimitive)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar_visitor.py:220(visitResolverName)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar_visitor.py:303(_createPrimitive)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:408(__init__)
       10    0.000    0.000    0.009    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:448(element)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:701(__init__)
       10    0.000    0.000    0.010    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:738(sequence)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:1007(__init__)
       10    0.000    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:1039(accept)
       10    0.000    0.000    0.013    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:1048(interpolationResolver)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:1155(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:1189(accept)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:1198(resolverName)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:1328(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:1404(accept)
       10    0.001    0.000    0.008    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\grammar\gen\OmegaConfGrammarParser.py:1413(primitive)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\nodes.py:374(__init__)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\nodes.py:416(__deepcopy__)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\nodes.py:430(__init__)
       10    0.000    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\nodes.py:501(__deepcopy__)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\omegaconf.py:422(resolver_wrapper)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\omegaconf.py:487(get_cache)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\omegaconf.py:932(_get_resolver)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\packaging\version.py:318(dev)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\arrow_dataset.py:580(<dictcomp>)
       10    0.000    0.000    0.009    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\arrow_dataset.py:578(update_metadata_with_features)
       10    0.000    0.000    0.003    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\table.py:1174(replace_schema_metadata)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\features\features.py:1318(<dictcomp>)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\features\features.py:1611(from_dict)
       10    0.000    0.000    0.006    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\fingerprint.py:297(update_fingerprint)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\fingerprint.py:433(<listcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\fingerprint.py:455(<dictcomp>)
       10    0.000    0.000    0.027    0.003 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\datasets\fingerprint.py:429(wrapper)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer_pt_utils.py:836(_get_learning_rate)
       10    0.000    0.000    0.049    0.005 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\data_types\base_types\wb_value.py:201(_get_artifact_entry_ref_url)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\utils\hub.py:219(extract_commit_hash)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py:761(__new__)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py:765(__init__)
       10    0.000    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py:771(children)
       10    0.000    0.000    0.020    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py:785(search)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py:788(mtime)
       10    0.000    0.000    0.019    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py:794(lookup)
       10    0.002    0.000    0.019    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py:800(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py:821(search)
       10    0.000    0.000    0.019    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\setuptools\_vendor\importlib_metadata\_functools.py:75(wrapper)
       10    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\lr_scheduler.py:103(get_last_lr)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\training_args.py:1320(eval_batch_size)
       10    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\training_args.py:1600(should_save)
       10    0.000    0.000    0.000    0.000 {method 'readinto' of '_io.BufferedReader' objects}
       10    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'replace_schema_metadata' of 'pyarrow.lib.Table' objects}
        9    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:492(_default_props)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:740(<setcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:732(_validate_project)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:1061(<listcomp>)
        9    0.008    0.001    0.040    0.004 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:1000(__init__)
        9    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:1117(<dictcomp>)
        9    0.002    0.000    0.070    0.008 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:1110(__copy__)
        9    0.000    0.000    0.070    0.008 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:1147(copy)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:1227(freeze)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:1230(unfreeze)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_setup.py:134(_update)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_setup.py:168(settings)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_setup.py:288(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_setup.py:295(__getattr__)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_setup.py:299(_setup)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_setup.py:311(setup)
        9    0.000    0.000    0.071    0.008 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_run.py:724(settings)
        9    0.000    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\models\distilbert\configuration_distilbert.py:108(__init__)
        9    0.000    0.000    0.004    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\ntpath.py:579(_getfinalpathname_nonstrict)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\yaml\emitter.py:422(check_empty_sequence)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\yaml\representer.py:85(represent_sequence)
        9    0.000    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\yaml\representer.py:191(represent_list)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\omegaconf.py:410(_should_pass)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\hydra\core\config_store.py:124(get_type)
        9    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\_compression.py:12(_check_not_closed)
